frame,person_id,using_phone,grid_row,grid_col
25,10,True,3,1
25,11,True,3,6
26,0,True,0,4
26,1,True,1,5
26,2,True,1,4
26,3,True,2,0
26,4,True,2,4
26,5,True,2,2
26,6,True,2,6
26,7,True,2,6
26,8,True,3,4
26,9,True,3,5
26,10,True,3,1
26,11,True,3,6
27,0,True,0,4
27,1,True,1,5
27,2,True,1,4
27,3,True,2,0
27,4,True,2,4
27,5,True,2,2
27,6,True,2,6
27,7,True,2,6
27,8,True,3,4
27,9,True,3,5
27,10,True,3,1
27,11,True,3,6
28,0,True,0,4
28,1,True,1,5
28,2,True,1,4
28,3,True,2,0
28,4,True,2,4
28,5,True,2,2
28,6,True,2,6
28,7,True,2,6
28,8,True,3,4
28,9,True,3,5
28,10,True,3,1
28,11,True,3,6
29,0,True,0,4
29,1,True,1,5
29,2,True,1,4
29,3,True,2,0
29,4,True,2,4
29,5,True,2,2
29,6,True,2,6
29,7,True,2,6
29,8,True,3,4
29,9,True,3,5
29,10,True,3,1
29,11,True,3,6
30,0,True,0,4
30,1,True,1,5
30,2,True,1,4
30,3,True,2,0
30,4,True,2,4
30,5,True,2,2
30,6,True,2,6
30,7,True,2,6
30,8,True,3,4
30,9,True,3,1
30,10,True,3,5
30,11,True,3,6
31,0,True,0,4
31,1,True,1,5
31,2,True,1,4
31,3,True,2,0
31,4,True,2,4
31,5,True,2,2
31,6,True,2,6
31,7,True,2,6
31,8,True,3,4
31,9,True,3,1
31,10,True,3,5
31,11,True,3,6
32,0,True,0,4
32,1,True,1,5
32,2,True,1,4
32,3,False,2,0
32,4,True,2,4
32,5,True,2,2
32,6,True,2,6
32,7,True,2,6
32,8,True,3,4
32,9,True,3,1
32,10,True,3,5
32,11,True,3,6
33,0,True,0,4
33,1,True,1,5
33,2,True,1,4
33,3,False,2,0
33,4,True,2,4
33,5,True,2,2
33,6,True,2,6
33,7,True,2,6
33,8,True,3,4
33,9,True,3,1
33,10,True,3,5
33,11,True,3,6
34,0,True,0,4
34,1,True,1,5
34,2,True,1,4
34,3,False,2,0
34,4,True,2,4
34,5,True,2,2
34,6,True,2,6
34,7,True,2,6
34,8,True,3,4
34,9,True,3,1
34,10,True,3,5
34,11,True,3,6
35,0,True,0,4
35,1,True,1,5
35,2,True,1,4
35,3,False,2,0
35,4,True,2,4
35,5,True,2,2
35,6,True,2,6
35,7,True,2,6
35,8,True,3,4
35,9,True,3,1
35,10,True,3,5
35,11,True,3,6
36,0,True,0,4
36,1,True,1,5
36,2,True,1,4
36,3,False,2,0
36,4,True,2,4
36,5,True,2,2
36,6,True,2,6
36,7,True,2,6
36,8,True,3,4
36,9,True,3,1
36,10,True,3,5
36,11,True,3,6
37,0,True,0,4
37,1,True,1,5
37,2,True,1,4
37,3,False,2,0
37,4,True,2,4
37,5,True,2,2
37,6,True,2,6
37,7,True,2,6
37,8,True,3,4
37,9,True,3,1
37,10,True,3,5
37,11,True,3,6
38,0,True,0,4
38,1,True,1,5
38,2,True,1,4
38,3,False,2,0
38,4,True,2,4
38,5,True,2,2
38,6,True,2,6
38,7,True,2,6
38,8,True,3,4
38,9,True,3,1
38,10,True,3,5
38,11,True,3,6
39,0,True,0,4
39,1,True,1,5
39,2,True,1,4
39,3,False,2,0
39,4,True,2,4
39,5,True,2,2
39,6,True,2,6
39,7,True,2,6
39,8,True,3,4
39,9,True,3,1
39,10,True,3,5
39,11,True,3,6
